OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,TOTCOMM,AUTO,DRVALONE,CARPOOL,CARPL2,CARPL3,CARPL4,CARPL5OR6,CARPL7PLS,PUBLTRAN,BUSTROLL,STCARTROLL,SUBEL,RR,FERRY,TAXI,MOTORCYC,BIKE,WALK,OTHER,TELECOMM,POPOVER16,TOTEMPINFORCE,UNEMPPCT,TIMETOWK,MEDHHI,PCTFOODSNAP,PCTNOINS,PCTFAMBELPOV,TOTHU,HUOCC,HUVACANT,NOVEHN,NOVEHP,ONEVEHN,ONEVEHP,TWOVEHN,TWOVEHP,THRPLSVEHN,THRPLSVEHP,TOTPOP,TOTMALE,TOTFEM,ALLWHITE,ALLWHITEPCT,ALLBLK,ALLBLKPCT,ALLAMERIN,ALLAMERINPCT,ALLASIAN,ALLASIANPCT,ALLNATHI,ALLNATHIPCT,HISPTOT,HISPPCT
364,42,029,305400,42029305400,3054,1715,1594,1270,324,202,120,2,0,0,65,65,0,0,0,0,0,0,0,47,0,9,2679,2075,22.5,27.7,45192,28.2,15.3,27.3,1551,1296,255,190,14.7,558,43.1,453,35,95,7.3,3809,1849,1960,2325,61,1128,29.6,0,0,93,2.4,0,0,982,25.781045
365,42,029,302902,42029302902,3029.02,3274,2748,2430,318,296,22,0,0,0,196,82,0,0,114,0,0,0,0,81,0,249,4946,3587,27.5,29.6,119738,0.6,1.9,0.8,2304,2223,81,49,2.2,394,17.7,1167,52.5,613,27.6,6174,3000,3174,5728,92.8,188,3,0,0,216,3.5,0,0,59,0.95562
366,42,029,302202,42029302202,3022.02,3699,3179,2974,205,160,43,0,0,2,133,13,0,28,92,0,0,0,13,147,34,193,5555,3982,28.3,26,86807,1.6,7.2,1.6,3051,2946,105,104,3.5,1086,36.9,1307,44.4,449,15.2,6873,3594,3279,5418,78.8,338,4.9,0,0,1035,15.1,20,0.300000,130,1.891459
367,42,029,301800,42029301800,3018,2187,1630,1524,106,82,10,0,0,14,86,0,0,0,86,0,0,0,7,70,0,394,3546,2377,33,30.9,112260,1.9,7.4,1.9,1655,1599,56,23,1.4,311,19.4,860,53.8,405,25.3,4676,2317,2359,4491,96,80,1.7,0,0,52,1.1,0,0,191,4.084688
368,42,029,300302,42029300302,3003.02,1622,1366,1332,34,24,10,0,0,0,111,0,0,0,111,0,0,0,0,11,18,116,2806,1705,39.2,26.2,137813,0,0.7,0,1275,1227,48,0,0,174,14.2,615,50.1,438,35.7,3619,1884,1735,3549,98.1,6,0.2,0,0,64,1.8,0,0,11,0.303951
369,42,029,300303,42029300303,3003.03,1566,1384,1351,33,22,1,0,0,10,106,63,0,0,43,0,0,0,0,13,0,63,2490,1661,33.3,23.3,85285,1.5,5.5,1.3,1280,1201,79,131,10.9,402,33.5,492,41,176,14.7,2974,1350,1624,2594,87.2,171,5.7,33,1.1,116,3.9,0,0,39,1.311365
370,42,029,300501,42029300501,3005.01,2178,1865,1803,62,54,7,0,0,1,70,19,0,0,51,0,0,0,0,35,0,208,3319,2267,31.7,26.8,163185,1.2,2.6,1.9,1528,1453,75,0,0,212,14.6,830,57.1,411,28.3,4465,2180,2285,4132,92.5,32,0.7,0,0,210,4.7,0,0,99,2.217245
371,42,029,300502,42029300502,3005.02,1853,1713,1557,156,141,15,0,0,0,33,7,0,0,26,0,0,0,15,59,5,28,3119,2142,31.3,24.6,91480,6.8,4.3,1.3,1331,1312,19,51,3.9,251,19.1,655,49.9,355,27.1,4055,2081,1974,3696,91.1,157,3.9,0,0,77,1.9,0,0,158,3.896424
372,42,029,305102,42029305102,3051.02,2497,2254,2097,157,134,23,0,0,0,20,1,0,0,19,0,0,7,14,7,0,195,3652,2700,26.1,31.2,75664,4.4,7.8,5.5,1752,1607,145,16,1,298,18.5,709,44.1,584,36.3,4675,2358,2317,4169,89.2,380,8.1,27,0.6,0,0,0,0,366,7.828877
373,42,029,305101,42029305101,3051.01,2259,2084,1956,128,81,0,47,0,0,3,3,0,0,0,0,0,0,20,34,0,118,3642,2433,33.2,27.7,68295,2.7,12.1,7.6,1788,1765,23,54,3.1,457,25.9,800,45.3,454,25.7,4346,2306,2040,3937,90.6,172,4,0,0,179,4.1,0,0,101,2.323976
374,42,029,311404,42029311404,3114.04,1840,1658,1588,70,62,0,8,0,0,35,0,0,0,35,0,0,9,12,16,0,110,3122,2263,27.5,32.4,77237,6.6,11.3,5.8,1443,1406,37,45,3.2,287,20.4,564,40.1,510,36.3,4024,2001,2023,3824,95,113,2.8,0,0,48,1.2,0,0,57,1.416501
375,42,029,311403,42029311403,3114.03,1650,1574,1464,110,79,31,0,0,0,0,0,0,0,0,0,0,0,0,21,0,55,2840,1826,35.7,31.6,81250,0,1,1.5,1473,1389,84,93,6.7,394,28.4,522,37.6,380,27.4,3383,1633,1750,3101,91.7,138,4.1,0,0,0,0,0,0,37,1.093704
376,42,029,303902,42029303902,3039.02,2740,2418,2307,111,92,18,1,0,0,102,0,0,21,81,0,0,0,0,14,0,206,4197,2952,29.7,26.1,112804,1.1,4.4,1.8,2073,2017,56,46,2.3,474,23.5,882,43.7,615,30.5,5356,2755,2601,4996,93.3,143,2.7,0,0,108,2,0,0,114,2.128454
377,42,029,304406,42029304406,3044.06,1674,1442,1390,52,52,0,0,0,0,75,0,0,0,75,0,0,0,9,29,11,108,2620,1751,33.2,26.1,112470,0,2,1.1,1261,1261,0,28,2.2,340,27,576,45.7,317,25.1,3242,1536,1706,2924,90.2,113,3.5,0,0,170,5.2,0,0,24,0.740284
378,42,029,302706,42029302706,3027.06,2324,2110,2025,85,85,0,0,0,0,68,33,0,0,35,0,0,0,24,58,5,59,3678,2472,32.8,23.9,83095,0.8,6.3,3.5,1724,1564,160,35,2.2,333,21.3,829,53,367,23.5,4360,1994,2366,4220,96.8,45,1,0,0,49,1.1,0,0,85,1.949541
379,42,029,302705,42029302705,3027.05,2515,2297,2102,195,195,0,0,0,0,19,19,0,0,0,0,0,17,6,102,11,63,3541,2666,24.7,26.1,92024,2.1,9.9,4.7,1628,1604,24,0,0,533,33.2,814,50.7,257,16,4449,2201,2248,3648,82,173,3.9,15,0.3,434,9.8,0,0,166,3.731176
380,42,029,303501,42029303501,3035.01,2243,1902,1731,171,136,0,0,35,0,47,0,0,0,47,0,0,0,0,130,0,164,3486,2324,33.3,28.7,102957,4,3.1,1.6,1605,1605,0,0,0,305,19,820,51.1,480,29.9,4186,2100,2086,3901,93.2,27,0.6,17,0.4,209,5,0,0,148,3.535595
381,42,029,303502,42029303502,3035.02,1330,1291,1253,38,38,0,0,0,0,5,0,0,0,5,0,0,0,0,0,11,23,2364,1428,39.6,31.5,113672,2.6,10,0,1077,978,99,0,0,191,19.5,355,36.3,432,44.2,2922,1424,1498,2639,90.3,71,2.4,0,0,168,5.7,0,0,129,4.414784
382,42,029,303302,42029303302,3033.02,2281,1981,1875,106,92,14,0,0,0,29,0,0,29,0,0,0,0,0,21,0,250,4020,2385,40.7,29.3,102075,0.6,2.6,1.3,2290,2173,117,230,10.6,490,22.5,948,43.6,505,23.2,4794,2127,2667,4649,97,80,1.7,0,0,30,0.6,0,0,36,0.750939
383,42,029,303301,42029303301,3033.01,1451,1316,1257,59,53,0,0,6,0,9,9,0,0,0,0,0,0,0,95,0,31,2226,1497,32.7,24.6,113235,0.4,7.3,0.8,1140,1086,54,19,1.7,200,18.4,639,58.8,228,21,2868,1573,1295,2656,92.6,42,1.5,0,0,99,3.5,0,0,405,14.121339
384,42,029,306503,42029306503,3065.03,1075,979,793,186,143,0,43,0,0,0,0,0,0,0,0,0,0,0,0,40,56,1815,1268,30.1,19.5,54853,9.2,27.6,13.4,865,830,35,32,3.9,224,27,389,46.9,185,22.3,2554,1285,1269,2191,85.8,93,3.6,0,0,31,1.2,0,0,1220,47.768207
385,42,029,306504,42029306504,3065.04,2614,1946,1811,135,90,45,0,0,0,27,0,0,0,27,0,0,0,0,363,0,278,3850,2863,25.6,24.2,109630,0.9,22.5,1.9,1606,1486,120,67,4.5,160,10.8,788,53,471,31.7,5060,2722,2338,4560,90.1,79,1.6,0,0,137,2.7,0,0,1218,24.071146
386,42,029,306501,42029306501,3065.01,2520,2141,1965,176,97,69,10,0,0,35,14,0,0,21,0,0,0,0,24,0,320,3464,2598,25,29.6,162670,1.3,8.1,4.5,1634,1576,58,79,5,170,10.8,941,59.7,386,24.5,4392,2224,2168,4158,94.7,128,2.9,0,0,47,1.1,0,0,336,7.650273
387,42,029,308101,42029308101,3081.01,2260,1993,1914,79,30,19,8,0,22,0,0,0,0,0,0,0,0,0,0,20,247,3115,2380,23.6,34.8,89901,0.4,16.4,2.2,1357,1329,28,76,5.7,193,14.5,572,43,488,36.7,4477,2462,2015,4291,95.8,103,2.3,0,0,22,0.5,0,0,152,3.395131
388,42,029,304502,42029304502,3045.02,1654,1405,1278,127,110,17,0,0,0,90,0,0,0,90,0,0,0,0,26,19,114,2278,1722,24.4,34.6,127000,0,0,1,1086,1068,18,63,5.9,161,15.1,414,38.8,430,40.3,3037,1530,1507,2862,94.2,32,1.1,50,1.6,32,1.1,0,0,81,2.667106
389,42,029,304405,42029304405,3044.05,2972,2737,2585,152,144,0,0,8,0,76,36,0,0,40,0,0,0,0,14,13,132,4349,3253,25.2,27.2,135833,0.6,0.7,0.3,1949,1890,59,26,1.4,162,8.6,1171,62,531,28.1,6098,3066,3032,5598,91.8,180,3,16,0.3,287,4.7,0,0,53,0.869137
390,42,029,303100,42029303100,3031,1902,1624,1547,77,69,8,0,0,0,0,0,0,0,0,0,0,0,0,40,47,191,3139,2069,34.1,31.1,171689,0.8,2.1,0.9,1430,1404,26,23,1.6,164,11.7,750,53.4,467,33.3,4228,2051,2177,3857,91.2,69,1.6,0,0,302,7.1,0,0,96,2.270577
391,42,029,304201,42029304201,3042.01,3934,3500,3287,213,187,26,0,0,0,63,18,0,0,45,0,0,0,0,210,0,161,5788,4313,25.5,25.1,70784,3.9,10.7,2.7,2889,2824,65,224,7.9,838,29.7,1217,43.1,545,19.3,7025,3479,3546,5769,82.1,906,12.9,12,0.2,260,3.7,0,0,406,5.779359
392,42,029,303402,42029303402,3034.02,1038,936,672,264,237,26,0,0,1,0,0,0,0,0,0,0,0,3,60,6,33,1584,1096,30.8,17,62904,4.4,24.7,3.3,755,733,22,114,15.6,327,44.6,193,26.3,99,13.5,2059,1125,934,1672,81.2,149,7.2,0,0,19,0.9,0,0,865,42.010685
393,42,029,306700,42029306700,3067,2319,1995,1875,120,108,12,0,0,0,56,31,0,0,25,0,0,15,0,39,61,153,3321,2486,25.1,31.1,121760,0,1.8,1.6,1570,1479,91,13,0.9,172,11.6,732,49.5,562,38,4386,2101,2285,4238,96.6,35,0.8,0,0,75,1.7,0,0,203,4.628363
394,42,029,300108,42029300108,3001.08,3338,2740,2515,225,206,14,2,0,3,351,0,0,48,303,0,0,0,0,70,31,146,5050,3547,29.8,27.1,90673,2.6,3.3,6.3,2771,2679,92,99,3.7,978,36.5,1357,50.7,245,9.1,6503,3001,3502,5185,79.7,96,1.5,0,0,1092,16.8,0,0,69,1.061049
395,42,029,302703,42029302703,3027.03,1762,1551,1502,49,46,0,0,3,0,35,0,0,7,28,0,0,9,0,0,0,167,2846,1971,30.7,26.4,109503,2.5,2.5,1.2,1354,1299,55,10,0.8,174,13.4,659,50.7,456,35.1,3779,1989,1790,3621,95.8,31,0.8,0,0,126,3.3,0,0,18,0.476316
396,42,029,302704,42029302704,3027.04,2746,2450,2277,173,149,22,0,0,2,38,0,9,0,29,0,0,0,0,0,0,258,3828,2963,22.6,25.5,114185,1.4,2.3,2.1,1737,1707,30,25,1.5,277,16.2,925,54.2,480,28.1,4991,2504,2487,4540,91,112,2.2,0,0,261,5.2,0,0,90,1.803246
397,42,029,306300,42029306300,3063,1519,1454,1337,117,92,21,0,0,4,4,4,0,0,0,0,0,0,0,5,13,43,2120,1702,19.7,26,64799,6.4,22.6,2.4,1003,968,35,14,1.4,331,34.2,372,38.4,251,25.9,2848,1518,1330,2419,84.9,155,5.4,0,0,21,0.7,0,0,795,27.914326
398,42,029,302204,42029302204,3022.04,3349,3000,2926,74,74,0,0,0,0,164,0,0,0,164,0,0,0,0,0,0,185,4785,3648,23.8,22.8,92353,2,6.1,4.1,2429,2344,85,0,0,735,31.4,1222,52.1,387,16.5,6155,3030,3125,5144,83.6,216,3.5,0,0,591,9.6,0,0,258,4.191714
399,42,029,305300,42029305300,3053,3063,2887,2646,241,145,19,65,0,12,98,0,0,39,59,0,0,0,0,0,40,38,5331,3646,31.6,33.4,75525,8.6,9.4,4.6,2773,2556,217,73,2.9,877,34.3,1258,49.2,348,13.6,7007,3300,3707,4885,69.7,1523,21.7,0,0,82,1.2,0,0,401,5.722849
400,42,029,302000,42029302000,3020,2621,2213,2088,125,87,37,0,0,1,50,0,0,8,42,0,0,0,0,71,12,275,4300,2809,34.7,29.9,144327,0.5,3.1,1.8,1917,1810,107,18,1,380,21,901,49.8,511,28.2,5649,2623,3026,4686,83,275,4.9,0,0,454,8,0,0,104,1.841034
401,42,029,305600,42029305600,3056,1092,869,705,164,147,16,0,0,1,95,95,0,0,0,0,0,0,0,36,32,60,2033,1334,34.4,26.3,31806,33.2,13.8,25.7,1119,981,138,256,26.1,448,45.7,229,23.3,48,4.9,3207,1363,1844,764,23.8,2226,69.4,0,0,0,0,0,0,348,10.851263
402,42,029,305500,42029305500,3055,1513,1306,997,309,284,23,2,0,0,141,141,0,0,0,0,0,0,0,66,0,0,2722,1745,35.9,22.8,25958,32,21.5,38.2,1611,1408,203,528,37.5,499,35.4,306,21.7,75,5.3,3624,1714,1910,1278,35.3,1986,54.8,0,0,0,0,0,0,951,26.241722
403,42,029,305700,42029305700,3057,1146,853,702,151,150,0,0,0,1,226,221,0,0,5,0,0,0,0,31,5,31,1883,1340,28.8,27.3,39826,19.6,20.4,17.3,888,849,39,170,20,310,36.5,281,33.1,88,10.4,2464,1157,1307,1585,64.3,739,30,22,0.9,54,2.2,0,0,549,22.280844
404,42,091,201800,42091201800,2018,1188,920,819,101,62,22,0,0,17,157,0,0,0,157,0,0,0,0,28,0,83,2325,1321,43.2,30.3,68368,3.2,8.2,4.8,1447,1269,178,123,9.7,690,54.4,311,24.5,145,11.4,2784,1184,1600,2413,86.7,157,5.6,0,0,141,5.1,0,0,145,5.208333
405,42,091,201606,42091201606,2016.06,1081,944,838,106,101,5,0,0,0,103,53,0,14,36,0,0,0,0,20,14,0,1710,1221,28.6,23.2,59074,15.8,11.8,12.4,882,872,10,192,22,333,38.2,233,26.7,114,13.1,2284,1214,1070,1318,57.7,803,35.2,15,0.7,0,0,0,0,135,5.910683
406,42,101,036301,42101036301,363.01,1737,1517,1280,237,194,23,20,0,0,79,19,0,0,60,0,0,0,0,122,10,9,3059,2040,33.3,31.4,59167,7.5,8.5,6.6,1375,1292,83,63,4.9,507,39.2,528,40.9,194,15,3840,1778,2062,3109,81,103,2.7,0,0,423,11,0,0,348,9.0625
407,42,101,036400,42101036400,364,97,83,83,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,9,485,97,80,28,144167,0,0,0,80,80,0,0,0,40,50,36,45,4,5,485,317,168,298,61.4,123,25.4,9,1.9,23,4.7,0,0,39,8.041237
408,42,101,036600,42101036600,366,1090,661,576,85,83,2,0,0,0,195,89,0,87,19,0,9,0,15,86,7,117,1488,1231,17.3,24.5,117026,0,10.4,4.6,1384,887,497,19,2.1,605,68.2,248,28,15,1.7,1573,911,662,1268,80.6,73,4.6,15,1,217,13.8,0,0,67,4.259377
409,42,091,203208,42091203208,2032.08,1431,1300,1118,182,176,6,0,0,0,42,0,0,0,42,0,0,0,0,12,0,77,2320,1563,32.6,28.7,116250,0.6,1.5,1.9,1302,1257,45,44,3.5,392,31.2,661,52.6,160,12.7,2640,1216,1424,2235,84.7,154,5.8,0,0,233,8.8,0,0,61,2.310606
410,42,091,203204,42091203204,2032.04,3126,2793,2579,214,164,50,0,0,0,202,41,0,0,161,0,0,0,0,16,0,115,5538,3381,38.9,31,118500,0.3,5.1,3.3,2971,2744,227,282,10.3,681,24.8,1185,43.2,596,21.7,6672,3228,3444,5062,75.9,357,5.4,0,0,963,14.4,0,0,121,1.813549
411,42,091,204102,42091204102,2041.02,2527,2146,2030,116,62,11,33,10,0,139,11,0,26,102,0,0,0,5,170,0,67,3232,2674,17.3,27.9,80101,6.3,4.6,6.1,2275,1897,378,158,8.3,866,45.7,817,43.1,56,3,3522,1799,1723,3062,86.9,299,8.5,0,0,113,3.2,0,0,149,4.230551
412,42,091,205906,42091205906,2059.06,1077,956,938,18,17,0,0,1,0,87,13,28,11,35,0,0,0,0,0,0,34,1505,1212,19.5,28.4,85809,3.4,10,2.9,870,783,87,20,2.6,292,37.3,364,46.5,107,13.7,1746,860,886,1441,82.5,145,8.3,0,0,115,6.6,0,0,125,7.159221
413,42,091,200301,42091200301,2003.01,3125,2949,2565,384,335,17,0,14,18,66,44,0,0,22,0,0,0,11,0,0,99,4385,3488,20.5,22.4,61709,4,7.7,5.9,2913,2454,459,84,3.4,1134,46.2,951,38.8,285,11.6,5570,2760,2810,4175,75,734,13.2,0,0,261,4.7,0,0,375,6.732496
414,42,091,200104,42091200104,2001.04,2007,1797,1633,164,150,11,3,0,0,86,0,0,0,86,0,0,0,0,25,1,98,3487,2116,39.3,27.3,96786,0.6,2.3,1.2,1492,1460,32,7,0.5,285,19.5,757,51.8,411,28.2,4209,2147,2062,3973,94.4,0,0,0,0,208,4.9,0,0,23,0.546448
415,42,091,208201,42091208201,2082.01,1238,1114,1054,60,53,7,0,0,0,13,0,0,7,0,6,0,16,0,8,5,82,1821,1309,28.1,32.3,73036,1.9,3.6,1.8,895,854,41,0,0,244,28.6,295,34.5,315,36.9,2377,1208,1169,2369,99.7,0,0,0,0,8,0.3,0,0,26,1.093816
416,42,091,208904,42091208904,2089.04,1382,920,750,170,133,0,24,13,0,66,66,0,0,0,0,0,10,0,329,41,16,2312,1561,32.5,21.6,28396,35.7,19.8,27,1716,1418,298,580,40.9,557,39.3,207,14.6,74,5.2,3049,1502,1547,1650,54.1,1016,33.3,0,0,0,0,0,0,282,9.248934
417,42,091,207003,42091207003,2070.03,1636,1477,1390,87,87,0,0,0,0,33,7,0,0,26,0,0,0,0,28,8,90,2373,1783,24.9,27.6,94333,0.6,4.5,0,1166,1122,44,86,7.7,246,21.9,385,34.3,405,36.1,2982,1498,1484,2708,90.8,165,5.5,0,0,88,3,0,0,0,0
418,42,091,208301,42091208301,2083.01,1312,1215,1135,80,64,16,0,0,0,0,0,0,0,0,0,0,0,0,55,4,38,2176,1475,32.2,30.1,74201,2.4,4.5,0.4,1050,1011,39,26,2.6,135,13.4,523,51.7,327,32.3,2602,1245,1357,2553,98.1,1,0,31,1.2,0,0,0,0,0,0
419,42,091,200707,42091200707,2007.07,2398,2132,1654,478,307,90,26,55,0,39,14,0,0,25,0,0,0,0,59,64,104,3683,2644,28.2,25.6,62041,5.1,18.8,4.6,1882,1680,202,60,3.6,783,46.6,605,36,232,13.8,4401,2303,2098,2790,63.4,138,3.1,0,0,1353,30.7,0,0,150,3.408316
420,42,091,206905,42091206905,2069.05,2825,2613,2372,241,182,49,0,0,10,49,0,0,14,35,0,0,0,11,10,0,142,3917,2988,23.7,29.2,105259,1.5,8.5,0.7,1799,1712,87,10,0.6,422,24.6,861,50.3,419,24.5,5071,2495,2576,4045,79.8,214,4.2,23,0.5,724,14.3,0,0,74,1.459278
421,42,091,206702,42091206702,2067.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,0,100,,,,,,0,0,0,0,,0,,0,,0,,3299,3299,0,1105,33.5,2054,62.3,17,0.5,6,0.2,0,0,351,10.639588
422,42,091,208702,42091208702,2087.02,2057,1952,1858,94,79,14,1,0,0,0,0,0,0,0,0,0,9,11,23,0,62,2885,2172,24.7,31.8,100107,5.3,4,2.7,1320,1299,21,6,0.5,200,15.4,600,46.2,493,38,3472,1699,1773,3388,97.6,45,1.3,0,0,23,0.7,0,0,26,0.748848
423,42,091,200103,42091200103,2001.03,1847,1507,1434,73,64,1,8,0,0,225,29,0,13,183,0,0,0,0,24,23,68,3184,2022,36.5,31.1,133553,1,1.3,2.4,1324,1324,0,7,0.5,261,19.7,654,49.4,402,30.4,4178,2083,2095,3512,84.1,110,2.6,0,0,541,12.9,0,0,59,1.412159
424,42,091,201201,42091201201,2012.01,2657,2265,1986,279,264,0,15,0,0,132,0,0,16,116,0,0,0,0,101,0,159,4788,2818,41.1,29.2,111923,1.9,5.9,3.3,2408,2318,90,167,7.2,657,28.3,1002,43.2,492,21.2,5734,2489,3245,4768,83.2,93,1.6,72,1.3,619,10.8,0,0,110,1.918382
425,42,091,207202,42091207202,2072.02,2021,1810,1664,146,97,49,0,0,0,2,2,0,0,0,0,0,0,22,139,0,48,3331,2248,32.5,21.7,52011,9.8,9,1.5,1820,1658,162,222,13.4,563,34,662,39.9,211,12.7,4044,1919,2125,3655,90.4,49,1.2,0,0,236,5.8,0,0,354,8.753709
426,42,091,200908,42091200908,2009.08,1104,868,740,128,128,0,0,0,0,78,59,0,0,19,0,0,24,20,61,0,53,1684,1254,25.5,27,55556,9.3,7.9,4.6,894,894,0,146,16.3,272,30.4,388,43.4,88,9.8,2130,1112,1018,1389,65.2,187,8.8,0,0,379,17.8,0,0,215,10.093897
427,42,091,208100,42091208100,2081,1584,1516,1381,135,121,14,0,0,0,0,0,0,0,0,0,0,0,0,29,16,23,2267,1773,21.8,30.6,65199,5.5,6.4,5.2,1244,1145,99,35,3.1,360,31.4,513,44.8,237,20.7,2969,1453,1516,2854,96.1,42,1.4,0,0,10,0.3,0,0,66,2.222971
428,42,091,205808,42091205808,2058.08,2798,2545,2293,252,147,62,43,0,0,123,38,0,0,85,0,0,0,0,28,0,102,4409,3079,30.2,24.7,99079,1,7.5,4.8,1910,1910,0,54,2.8,404,21.2,953,49.9,499,26.1,5417,2537,2880,3901,72,210,3.9,0,0,1171,21.6,0,0,86,1.587595
429,42,091,206102,42091206102,2061.02,4358,3956,3780,176,176,0,0,0,0,80,17,0,42,21,0,0,0,0,47,13,262,6220,4625,25.6,30.7,117695,1.4,2.7,1.4,3314,3181,133,74,2.3,775,24.4,1620,50.9,712,22.4,8101,3873,4228,6648,82.1,486,6,0,0,805,9.9,0,0,140,1.728182
430,42,091,206005,42091206005,2060.05,2367,2215,2183,32,19,0,13,0,0,23,9,0,0,14,0,0,0,0,25,0,104,3462,2512,27.4,26.3,85050,6.8,6.8,5.8,1584,1509,75,14,0.9,330,21.9,809,53.6,356,23.6,4528,2310,2218,3989,88.1,169,3.7,0,0,313,6.9,0,0,199,4.394876
431,42,091,200602,42091200602,2006.02,4360,3834,3648,186,186,0,0,0,0,258,15,0,11,232,0,0,0,0,53,20,195,6444,4825,25.1,31.4,88086,0.9,5.2,0.7,3042,3042,0,31,1,816,26.8,1536,50.5,659,21.7,8181,3829,4352,5476,66.9,567,6.9,0,0,2057,25.1,0,0,65,0.794524
432,42,091,207001,42091207001,2070.01,3820,3579,3348,231,217,14,0,0,0,91,0,0,0,91,0,0,15,0,35,0,100,5860,4254,27.4,29.3,108455,4.1,1.3,3.2,2783,2690,93,61,2.3,401,14.9,1422,52.9,806,30,7881,3721,4160,7112,90.2,208,2.6,0,0,433,5.5,0,0,261,3.311762
433,42,091,208603,42091208603,2086.03,3230,3029,2759,270,242,0,0,28,0,34,34,0,0,0,0,0,0,18,15,0,134,5192,3467,33.2,30,74375,1.9,3,2.9,2523,2455,68,11,0.4,793,32.3,1241,50.5,410,16.7,6744,3245,3499,6291,93.3,328,4.9,0,0,114,1.7,0,0,166,2.461447
434,42,091,200703,42091200703,2007.03,2259,2119,1855,264,253,10,1,0,0,48,0,0,0,48,0,0,0,0,22,29,41,3317,2456,26,26.5,94444,3.8,5.7,5.1,1615,1514,101,66,4.4,377,24.9,781,51.6,290,19.2,4069,2035,2034,2948,72.5,237,5.8,0,0,678,16.7,0,0,166,4.079626
435,42,091,201409,42091201409,2014.09,2254,1973,1855,118,109,0,0,0,9,120,7,0,0,113,0,0,0,12,46,18,85,3576,2429,32.1,28.6,132591,0.5,5.2,1.8,1519,1499,20,6,0.4,186,12.4,829,55.3,478,31.9,4531,2319,2212,3939,86.9,260,5.7,0,0,271,6,0,0,318,7.018318
436,42,091,201410,42091201410,2014.10,1256,1114,1023,91,60,8,23,0,0,60,16,0,0,44,0,0,25,0,1,0,56,1987,1310,34.1,28.8,96250,4.7,3.5,5.2,1057,990,67,6,0.6,402,40.6,473,47.8,109,11,2419,1168,1251,2141,88.5,61,2.5,0,0,180,7.4,0,0,32,1.322861
437,42,091,205903,42091205903,2059.03,1311,1145,1105,40,30,0,10,0,0,64,0,0,12,52,0,0,0,11,13,0,78,2047,1485,27.5,26.3,120179,0,5.3,1,988,963,25,10,1,140,14.5,559,58,254,26.4,2600,1317,1283,2167,83.3,142,5.5,0,0,243,9.3,0,0,24,0.923077
438,42,091,205807,42091205807,2058.07,1173,1052,931,121,103,7,0,0,11,94,48,0,7,39,0,0,0,0,0,6,21,1669,1294,22.5,28.1,68722,3.8,14.6,10,1240,1047,193,133,12.7,456,43.6,369,35.2,89,8.5,2104,1064,1040,1178,56,552,26.2,0,0,346,16.4,0,0,11,0.522814
439,42,091,200306,42091200306,2003.06,1846,1688,1490,198,187,9,0,2,0,83,9,0,0,74,0,0,10,0,21,24,20,2899,2120,26.9,24.7,69565,6,6.3,5,1449,1394,55,113,8.1,477,34.2,543,39,261,18.7,3483,1644,1839,3260,93.6,102,2.9,0,0,108,3.1,0,0,115,3.301751
440,42,091,200305,42091200305,2003.05,1106,1094,1057,37,33,0,0,0,4,12,0,0,0,12,0,0,0,0,0,0,0,1827,1179,35.5,25.9,62727,3.6,3.1,4.5,902,880,22,83,9.4,302,34.3,288,32.7,207,23.5,2324,1064,1260,2289,98.5,31,1.3,4,0.2,0,0,0,0,142,6.110155
441,42,091,200310,42091200310,2003.10,1342,1271,1160,111,86,25,0,0,0,20,0,0,2,18,0,0,0,0,13,0,38,2299,1455,36.7,27,69886,3.4,5.8,0,1159,1109,50,51,4.6,331,29.8,519,46.8,208,18.8,2807,1437,1370,2749,97.9,10,0.4,4,0.1,33,1.2,11,0.400000,0,0
442,42,091,206802,42091206802,2068.02,1715,1506,1416,90,65,25,0,0,0,32,1,0,0,31,0,0,0,0,1,0,176,2404,1797,25.2,26.2,93264,0,1.6,2.2,1282,1194,88,9,0.8,311,26,651,54.5,223,18.7,3076,1603,1473,2906,94.5,2,0.1,0,0,168,5.5,0,0,12,0.390117
443,42,091,203207,42091203207,2032.07,1641,1455,1409,46,35,0,11,0,0,52,0,0,17,35,0,0,0,0,12,1,121,2579,1751,32.1,29.4,113846,0,1.5,1.6,1079,1070,9,47,4.4,56,5.2,580,54.2,387,36.2,3242,1544,1698,2993,92.3,1,0,1,0,211,6.5,0,0,1,0.030845
444,42,091,203304,42091203304,2033.04,1822,1584,1489,95,63,0,0,32,0,29,15,0,0,14,0,0,12,7,103,0,87,3032,2058,32.1,25,67697,0.5,6,0.9,1762,1671,91,143,8.6,768,46,630,37.7,130,7.8,3540,1609,1931,2842,80.3,376,10.6,0,0,315,8.9,0,0,79,2.231638
445,42,101,003800,42101003800,38,1732,1170,906,264,190,46,0,28,0,525,454,0,58,13,0,0,0,17,8,10,2,3086,1903,38.3,25.3,54561,9.1,6,4.3,1651,1585,66,257,16.2,901,56.8,394,24.9,33,2.1,3734,1687,2047,3701,99.1,1,0,0,0,5,0.1,0,0,56,1.499732
